date,vol_regime,zscore,delta_beta_abs,pos_baseline,ret_baseline_rebuilt,pos_regime_rule,ret_regime_rule
2022-03-11,unknown,0.8402526487408403,,0,0.0,0,0.0
2022-03-14,unknown,-0.7769428123693547,,0,0.0,0,0.0
2022-03-15,unknown,0.6358228975270082,,0,0.0,0,0.0
2022-03-16,unknown,0.6550958682580762,,0,0.0,0,0.0
2022-03-17,unknown,0.963494183535038,,0,0.0,0,0.0
2022-03-18,unknown,1.0696180334091372,,0,0.0,0,0.0
2022-03-21,unknown,0.841847744288255,,0,0.0,0,0.0
2022-03-22,unknown,0.7956206445913029,,0,0.0,0,0.0
2022-03-23,unknown,-0.011704731014661776,,0,0.0,0,0.0
2022-03-24,unknown,0.49488835688159394,,0,0.0,0,0.0
2022-03-25,unknown,-0.3160013494754201,,0,0.0,0,0.0
2022-03-28,unknown,-0.9175712818801863,,0,0.0,0,0.0
2022-03-29,unknown,-0.8496809615204626,,0,0.0,0,0.0
2022-03-30,unknown,-1.4871844937472247,,0,0.0,0,0.0
2022-03-31,unknown,-0.9524753311526701,,0,0.0,0,0.0
2022-04-01,unknown,-1.34219775608235,,0,0.0,0,0.0
2022-04-04,unknown,-1.1034625412774974,,0,0.0,0,0.0
2022-04-05,unknown,-0.7922268515708231,,0,0.0,0,0.0
2022-04-06,unknown,-0.2452093388132472,,0,0.0,0,0.0
2022-04-07,unknown,-0.03584544066983422,,0,0.0,0,0.0
2022-04-08,unknown,0.6194622759006441,,0,0.0,0,0.0
2022-04-11,unknown,2.2394240215342998,,-1,-0.00045,0,0.0
2022-04-12,unknown,1.8234867018440983,,-1,-0.0,0,0.0
2022-04-13,unknown,1.680256224246189,,-1,-0.0,0,0.0
2022-04-14,unknown,1.9021913184288137,,-1,-0.0,0,0.0
2022-04-18,unknown,0.9944849454175437,,0,-0.00045,0,0.0
2022-04-19,unknown,1.4526249058004252,,0,0.0,0,0.0
2022-04-20,unknown,0.6573119731047528,,0,0.0,0,0.0
2022-04-21,unknown,0.37983394241312846,,0,0.0,0,0.0
2022-04-22,unknown,0.18887138027150216,,0,0.0,0,0.0
2022-04-25,unknown,0.46314393590223313,,0,0.0,0,0.0
2022-04-26,unknown,0.6345476701074115,,0,0.0,0,0.0
2022-04-27,unknown,-0.6445737510529497,,0,0.0,0,0.0
2022-04-28,unknown,-0.34174200527822607,,0,0.0,0,0.0
2022-04-29,unknown,-1.6616410403085562,,0,0.0,0,0.0
2022-05-02,unknown,-0.9003874955639719,,0,0.0,0,0.0
2022-05-03,unknown,-1.348210633778345,,0,0.0,0,0.0
2022-05-04,unknown,-1.5938499085594806,,0,0.0,0,0.0
2022-05-05,unknown,-1.6834674696609222,,0,0.0,0,0.0
2022-05-06,unknown,-2.11099494471081,,1,-0.00045,0,0.0
2022-05-09,unknown,-1.8993766030782329,,1,0.0,0,0.0
2022-05-10,unknown,-1.8918970681468943,,1,0.0,0,0.0
2022-05-11,unknown,-3.270367742721406,,1,0.0,0,0.0
2022-05-12,unknown,-2.657995340527418,,1,0.0,0,0.0
2022-05-13,unknown,-1.0622914904617407,,1,0.18387460042793732,0,0.0
2022-05-16,unknown,-1.4114008764828436,0.015976053320391648,1,-0.04260440969505037,0,-0.0
2022-05-17,unknown,-0.6956224365662282,0.007190378888874749,0,0.08928998344803694,0,0.0
2022-05-18,unknown,-0.9248213997824769,0.013578964999835685,0,-0.0,0,-0.0
2022-05-19,unknown,-1.0866318975730458,0.019814696112031127,0,-0.0,0,-0.0
2022-05-20,unknown,-0.8250549912721642,0.0028900718034237105,0,0.0,0,0.0
2022-05-23,unknown,-0.6634960634008523,0.00735776215259909,0,0.0,0,0.0
2022-05-24,unknown,-1.321203709878675,0.0045657658385618305,0,-0.0,0,-0.0
2022-05-25,unknown,-0.9924570262369963,0.012318806383641023,0,0.0,0,0.0
2022-05-26,unknown,-0.061152572012965555,0.0006372649412897946,0,0.0,0,0.0
2022-05-27,unknown,0.4713899591084688,0.00803399027486007,0,0.0,0,0.0
2022-05-31,unknown,0.6012017798157338,0.00534434580370613,0,0.0,0,0.0
2022-06-01,unknown,0.7190628722104624,0.041085535323903466,0,-0.0,0,-0.0
2022-06-02,unknown,0.6513834716335732,0.01521412378428355,0,-0.0,0,-0.0
2022-06-03,unknown,0.38978835887291197,0.000168719319975974,0,-0.0,0,-0.0
2022-06-06,unknown,-0.1819336020254643,0.006803454438585765,0,-0.0,0,-0.0
2022-06-07,unknown,0.2220521629785687,0.01567649259797599,0,0.0,0,0.0
2022-06-08,unknown,0.5644552514987365,0.004799189141193372,0,0.0,0,0.0
2022-06-09,unknown,-0.15497967410412303,0.006244440106651039,0,-0.0,0,-0.0
2022-06-10,unknown,-0.22068331033597907,0.006812054540783263,0,-0.0,0,-0.0
2022-06-13,unknown,1.6705991401022906,0.0032592599660570265,0,0.0,0,0.0
2022-06-14,unknown,2.1519430826469983,0.07070198407150619,-1,-0.00045,0,0.0
2022-06-15,unknown,2.495592849153406,0.00030683250056173783,-1,-0.07029260849343996,0,0.0
2022-06-16,unknown,2.9834805911066877,0.010857636235635182,-1,-0.07195092868258292,0,0.0
2022-06-17,unknown,2.7059367575451807,0.02476057807924703,-1,-0.03299229527159369,0,0.0
2022-06-21,unknown,2.5755927186007446,0.0005517198405899926,-1,-0.05238279535906838,0,0.0
2022-06-22,unknown,2.318083323556611,0.0022266361045328864,-1,-0.0011512529630243046,0,0.0
2022-06-23,unknown,2.0842966452513103,0.00046867902498859415,-1,-0.02923689429940006,0,0.0
2022-06-24,unknown,2.2430806764834585,0.006488484959617846,-1,-0.0817962757838453,0,0.0
2022-06-27,unknown,2.0287203225443133,0.00580929505501393,-1,0.011261378798460179,0,-0.0
2022-06-28,unknown,1.7621852073669328,0.0008995214294398313,-1,0.024687412344806856,0,-0.0
2022-06-29,unknown,1.536497174349878,0.0023607793895552565,-1,0.02291703959259602,0,-0.0
2022-06-30,unknown,1.1588304132963336,0.011297893263481518,-1,0.0642563781120088,0,-0.0
2022-07-01,unknown,1.336500937082602,0.0029312912623509213,-1,-0.05019320848805581,0,0.0
2022-07-05,unknown,1.4063237623988933,0.002834729698603322,-1,-0.06102076802319997,0,0.0
2022-07-06,unknown,1.2006190024721783,0.015454869256594339,-1,0.02086279505466509,0,-0.0
2022-07-07,unknown,1.3892600880273402,0.010682744093657437,-1,-0.09408597514867649,0,0.0
2022-07-08,unknown,1.3123740786743,0.028493354486808675,-1,-0.002097366876477336,0,0.0
2022-07-11,unknown,1.434131231069688,0.028597293567257154,-1,-0.022035654673768848,0,0.0
2022-07-12,unknown,1.3925282519673814,0.007634888812505514,-1,-0.0036577080111455038,0,0.0
2022-07-13,unknown,1.0455590549485143,0.0001308358631144646,-1,0.0486681102429724,0,-0.0
2022-07-14,unknown,1.0425045729378148,0.017779864300573767,-1,-0.021733731341478716,0,0.0
2022-07-15,unknown,1.0723428856157597,0.02494747712911316,-1,-0.027655011742689625,0,0.0
2022-07-18,unknown,0.6728095898988787,0.00023909136550614996,0,0.05661703146804841,0,-0.0
2022-07-19,unknown,1.0753453948388385,0.02903845944539718,0,0.0,0,0.0
2022-07-20,unknown,1.4239210548438306,0.05497501299933938,0,0.0,0,0.0
2022-07-21,unknown,1.3962356104651505,0.012508895596511582,0,0.0,0,0.0
2022-07-22,unknown,1.3669476122685957,0.003368939945476601,0,0.0,0,0.0
2022-07-25,unknown,1.5876269476567695,0.013974092440986796,0,0.0,0,0.0
2022-07-26,unknown,1.0310001976609247,0.005145353990160473,0,-0.0,0,-0.0
2022-07-27,unknown,0.8015322048463142,0.0025970619670467876,0,-0.0,0,-0.0
2022-07-28,unknown,0.6445775147753123,0.007510521722623453,0,-0.0,0,-0.0
2022-07-29,unknown,0.965609711592794,0.00423177432906896,0,0.0,0,0.0
2022-08-01,unknown,0.9079591645105806,0.000672489085035588,0,-0.0,0,-0.0
2022-08-02,unknown,1.188782945201624,0.00040584625438788713,0,0.0,0,0.0
2022-08-03,unknown,2.267763836898807,0.0030657172106325348,-1,-0.00045,0,0.0
2022-08-04,unknown,2.071311378458111,0.00471978505085624,-1,0.00037968685246804815,0,-0.0
2022-08-05,unknown,1.759842933936244,0.00354747011148393,-1,0.010075701625102636,0,-0.0
2022-08-08,unknown,1.5810478784060351,0.003403718127041877,-1,-0.0017910802771828951,0,0.0
2022-08-09,unknown,1.5706066359492956,0.001029630230942491,-1,-0.006870617930151014,0,0.0
2022-08-10,unknown,1.4067680288879039,0.00018384064063869943,-1,-0.002646084889077825,0,0.0
2022-08-11,unknown,1.3401608685657864,0.0001411440305583156,-1,-0.0029483343458204256,0,0.0
2022-08-12,unknown,1.4058539142562625,0.002398634144482603,-1,-0.020183028950933664,0,0.0
2022-08-15,unknown,1.3956115144888912,0.0013689290204248472,-1,-0.005096549287245664,0,0.0
2022-08-16,unknown,1.3062720218595942,0.0002031210696913366,-1,0.0032529622958794822,0,-0.0
2022-08-17,high,1.1338081263057158,0.0003199371580868693,-1,0.017760433898255372,0,-0.0
2022-08-18,high,1.1236057527383565,0.0023197341222327417,-1,-0.005129089239271183,0,0.0
2022-08-19,high,1.4532225732007447,0.0011760794375808015,-1,-0.018264645730280527,0,0.0
2022-08-22,high,0.4778224865553951,0.01009015176809469,0,0.08868753275366704,0,-0.0
2022-08-23,high,0.2517761672931394,0.013656256195931249,0,-0.0,0,-0.0
2022-08-24,high,0.6282936657503815,0.0016895922164819055,0,0.0,0,0.0
2022-08-25,high,0.3407565539125118,0.0006502041797495917,0,-0.0,0,-0.0
2022-08-26,high,0.5004812832953306,0.00459062641231367,0,0.0,0,0.0
2022-08-29,high,0.18824094253374943,0.0020870458932520375,0,-0.0,0,-0.0
2022-08-30,high,0.4550415719539374,0.00024334449264840075,0,0.0,0,0.0
2022-08-31,high,-0.4241605252779155,0.0025623283554605525,0,-0.0,0,-0.0
2022-09-01,high,-1.1872508737487362,0.00749960887465817,0,-0.0,0,-0.0
2022-09-02,high,-1.1446880361084975,0.0047771295743404,0,-0.0,0,-0.0
2022-09-06,high,-0.6251317090177088,0.0024287633567534606,0,0.0,0,0.0
2022-09-07,high,-0.2807719696044047,0.008402486002915932,0,0.0,0,0.0
2022-09-08,high,0.658675417387659,0.0033299940744386802,0,0.0,0,0.0
2022-09-09,high,-0.42632036532428724,0.006600188884364311,0,-0.0,0,-0.0
2022-09-12,high,-1.7850446187295959,0.023754448334818212,1,-0.00045,0,-0.0
2022-09-13,high,-1.22169806066484,0.01965157475054835,1,0.008358481374560939,0,0.0
2022-09-14,high,-1.5988978734949557,0.0026972534988625174,1,-0.018924868368692137,0,-0.0
2022-09-15,high,-1.3854823728473127,0.014056552657634391,1,-0.0032280481459497218,0,-0.0
2022-09-16,high,-2.175857035801331,0.0011798133037941305,1,-0.05385793191587319,0,-0.0
2022-09-19,high,-1.6756244030396519,0.038816709322240905,1,0.01480844694996983,0,0.0
2022-09-20,high,-1.3894685270646652,0.0012219453787665202,1,-0.0017084159048809527,0,-0.0
2022-09-21,high,-0.8716762397270522,0.05828814369995672,0,0.019418698213657472,0,0.0
2022-09-22,high,-2.168040949605847,0.0009770983286723212,1,-0.00045,0,-0.0
2022-09-23,high,-1.88049823111097,0.03473879616093889,1,0.002925306822615721,0,0.0
2022-09-26,high,-1.069795837926431,0.00591306946023229,1,0.05046892785624516,0,0.0
2022-09-27,high,-0.45781040544809154,0.010598313162268225,0,0.0362234124201519,0,0.0
2022-09-28,high,0.1823166221700468,0.017407276457942933,0,0.0,0,0.0
2022-09-29,high,-0.585236523664439,0.007439866565906339,0,-0.0,0,-0.0
2022-09-30,high,-0.30454654474129095,0.0035831845345681845,0,0.0,0,0.0
2022-10-03,high,0.47243993870241807,7.915656529311477e-05,0,0.0,0,0.0
2022-10-04,high,1.2303049859074524,0.013981304856333976,0,0.0,0,0.0
2022-10-05,high,0.9893223614947848,0.011967391182050369,0,-0.0,0,-0.0
2022-10-06,high,1.2841436506323818,0.0044061403624608975,0,0.0,0,0.0
2022-10-07,high,0.257336336704629,0.0035993636845679244,0,-0.0,0,-0.0
2022-10-10,high,0.9943629485683894,0.03458689171713303,0,0.0,0,0.0
2022-10-11,high,0.7910635034913437,0.012721448032828153,0,-0.0,0,-0.0
2022-10-12,high,0.8386154351619093,0.001211519953776996,0,0.0,0,0.0
2022-10-13,high,0.6281889518230912,0.006266616326885854,0,-0.0,0,-0.0
2022-10-14,high,-0.08470763770972524,0.013576695691268625,0,-0.0,0,-0.0
2022-10-17,high,0.34049487992343425,0.0019688805837287937,0,0.0,0,0.0
2022-10-18,high,1.77672089955556,0.004119966920523188,-1,-0.00045,0,0.0
2022-10-19,high,1.3040937754667765,0.0028844573794497563,-1,0.025583328312652545,0,-0.0
2022-10-20,high,1.080795555641374,0.004890975663936814,-1,0.0169445228938314,0,-0.0
2022-10-21,high,1.7238505318364605,0.03789147820307015,-1,-0.04467607371633221,0,0.0
2022-10-24,high,1.6726882010207902,0.006750017479191461,-1,-0.009965257364559936,0,0.0
2022-10-25,high,2.326278308292868,0.010345496477613292,-1,-0.08209718682373293,0,0.0
2022-10-26,high,1.5416531012749266,0.0856571162774713,-1,0.030074062663136787,0,-0.0
2022-10-27,high,1.8328542018833267,0.013215984104469447,-1,-0.023099060711910795,0,0.0
2022-10-28,high,1.7956948157989996,0.009190895213008643,-1,-0.014708736520862489,0,0.0
2022-10-31,high,1.1956533588308762,0.0004985188567634413,-1,0.03819179327411189,0,-0.0
2022-11-01,high,0.6124205741441958,0.010843384062344752,0,0.037420035615613516,0,-0.0
2022-11-02,high,0.456900750091041,0.0051154626556684235,0,-0.0,0,-0.0
2022-11-03,mid,0.3521908954391497,0.0008774445825581179,0,-0.0,0,-0.0
2022-11-04,mid,0.8307662401179289,0.0070750225953779555,0,0.0,0,0.0
2022-11-07,mid,0.8943672725097973,0.020973714587978032,0,-0.0,0,-0.0
2022-11-08,high,-0.10478942724369812,0.009627652156730448,0,-0.0,0,-0.0
2022-11-09,high,0.7531747959881654,0.08614028888758396,0,0.0,0,0.0
2022-11-10,high,-2.123536721946372,0.021262773047565853,1,-0.00045,0,-0.0
2022-11-11,high,-1.09529361093023,0.09513349612386746,1,0.041144497754284054,0,0.0
2022-11-14,high,-1.3093770001083391,0.047483295814509274,1,-0.022941087377006588,0,-0.0
2022-11-15,high,-1.1237513890049262,0.004053420685942832,1,0.014160301656581123,0,0.0
2022-11-16,high,-0.9039893478713518,0.005525404571037784,0,0.003156209603159532,0,0.0
2022-11-17,high,-0.427607486630466,0.000985587481243888,0,0.0,0,0.0
2022-11-18,high,-0.8768819745654225,0.016636906196885626,0,-0.0,0,-0.0
2022-11-21,high,-0.546054718694779,0.0037538224207984694,0,-0.0,0,-0.0
2022-11-22,high,-0.21716557998996852,0.0006036686851444983,0,0.0,0,0.0
2022-11-23,high,-0.03578576155293267,0.037919495986835194,0,0.0,0,0.0
2022-11-25,high,0.7983347660292187,0.04171634187893658,0,0.0,0,0.0
2022-11-28,high,0.6794906408262648,0.001854975811872217,0,-0.0,0,-0.0
2022-11-29,high,0.7441781572780519,0.0015120272044597538,0,0.0,0,0.0
2022-11-30,mid,0.938926733801129,0.001273577919237212,0,0.0,0,0.0
2022-12-01,mid,1.3378121614886684,0.02062123209871003,0,0.0,0,0.0
2022-12-02,mid,1.6991573725621603,0.004766781212855564,0,0.0,0,0.0
2022-12-05,high,0.8414762299194196,0.0017092972065027023,0,-0.0,0,-0.0
2022-12-06,high,0.6040838023382815,0.002416539012601193,0,-0.0,0,-0.0
2022-12-07,mid,0.8902601547254065,0.001462245319835631,0,0.0,0,0.0
2022-12-08,mid,1.001354032978705,0.002401282191343501,0,0.0,0,0.0
2022-12-09,mid,1.2426995379498806,0.006423254755582697,0,0.0,0,0.0
2022-12-12,mid,0.5022015133429569,0.0034935774615219017,0,-0.0,0,-0.0
2022-12-13,mid,0.004080473582374314,0.0025397327276526216,0,-0.0,0,-0.0
2022-12-14,mid,0.027925659159869044,0.00290320001070854,0,0.0,0,0.0
2022-12-15,mid,-0.5592793455392604,0.0012299587416479962,0,-0.0,0,-0.0
2022-12-16,mid,-0.6673290319932617,0.008735493042690834,0,-0.0,0,-0.0
2022-12-19,mid,-0.613089610527229,0.004476744628177265,0,-0.0,0,-0.0
2022-12-20,mid,-1.52735620501522,0.00010159070282345084,0,-0.0,0,-0.0
2022-12-21,mid,-1.2930259423998152,0.016994831690047008,0,0.0,0,0.0
2022-12-22,mid,-1.4648061595556527,0.00020783238382926505,0,-0.0,0,-0.0
2022-12-23,mid,-1.7881144303243344,0.0007060044033748714,1,-0.00045,0,-0.0
2022-12-27,mid,-2.779565168540212,0.0036488071676679112,1,-0.08577754697457529,0,-0.0
2022-12-28,mid,-2.9160531237779996,0.0014310644460127087,1,-0.05285805673207068,0,-0.0
2022-12-29,mid,-2.6762943739893603,0.0065848483131052404,1,-0.01747113395999676,0,-0.0
2022-12-30,mid,-2.0223465580473814,0.02053271285101821,1,0.03924360683019514,0,0.0
2023-01-03,mid,-1.7033250580178996,0.0010662758550057383,1,0.01834903583775718,0,0.0
2023-01-04,mid,-0.6276168292683281,0.00306622101252918,0,0.12348237253282418,0,0.0
2023-01-05,high,-1.0462417557790984,0.018189540929361536,0,-0.0,0,-0.0
2023-01-06,high,-0.877670532758979,0.0024285620294097754,0,0.0,0,0.0
2023-01-09,high,-0.28498235999422894,0.002069510768464733,0,0.0,0,0.0
2023-01-10,high,0.26232802259712973,0.014913997743562835,0,0.0,0,0.0
2023-01-11,high,0.07893815901503146,0.017975848745145573,0,-0.0,0,-0.0
2023-01-12,high,0.008972769540104104,0.0015553511630486128,0,0.0,0,0.0
2023-01-13,high,-0.5110561205118956,0.003606499378174366,0,-0.0,0,-0.0
2023-01-17,high,-0.6539224190033582,0.016557279119021162,0,0.0,0,0.0
2023-01-18,high,-0.8540240040781685,0.006494593253538294,0,-0.0,0,-0.0
2023-01-19,high,-1.1005306106525752,0.007064901284461467,0,-0.0,0,-0.0
2023-01-20,high,-1.4411125982997124,0.021892967492151083,0,-0.0,0,-0.0
2023-01-23,high,-1.1447047668951371,0.013646965546579848,0,0.0,0,0.0
2023-01-24,high,-0.971913457192622,0.009695193810637326,0,0.0,0,0.0
2023-01-25,high,-1.3778043180766586,0.0021114673068689527,0,-0.0,0,-0.0
2023-01-26,high,-1.2643460893483711,0.008967549942936026,0,0.0,0,0.0
2023-01-27,high,-0.6495687557540286,0.0006694645256961618,0,0.0,0,0.0
2023-01-30,high,-0.9908138728648043,0.002075629185489092,0,-0.0,0,-0.0
2023-01-31,high,-0.9070844905584093,0.004583094524998721,0,0.0,0,0.0
2023-02-01,high,-0.5989846028092349,0.0057614764406495045,0,0.0,0,0.0
2023-02-02,high,0.8872260402548641,0.05035758996541029,0,0.0,0,0.0
2023-02-03,high,0.5740062880616141,0.01584561526742223,0,-0.0,0,-0.0
2023-02-06,high,1.1701311506781706,0.004843892924137894,0,0.0,0,0.0
2023-02-07,high,0.7392025432151875,0.007716295254226235,0,-0.0,0,-0.0
2023-02-08,high,0.6797455733028386,0.013247042140106968,0,-0.0,0,-0.0
2023-02-09,high,0.3986916017273345,0.004825903551308297,0,-0.0,0,-0.0
2023-02-10,high,0.20947446885970403,0.01829973805759222,0,-0.0,0,-0.0
2023-02-13,high,0.32986463666795474,0.0026020679048213147,0,0.0,0,0.0
2023-02-14,high,1.0828582636982378,0.021219805754273846,0,0.0,0,0.0
2023-02-15,high,0.12998105883151984,0.01035608617181416,0,-0.0,0,-0.0
2023-02-16,mid,0.1382017989444705,0.02910533800678361,0,-0.0,0,-0.0
2023-02-17,mid,-0.3785203018264839,0.011312496491714619,0,-0.0,0,-0.0
2023-02-21,mid,-1.5099547160808529,0.00044741684943572224,0,-0.0,0,-0.0
2023-02-22,mid,-1.2281826378286427,0.005486161399398615,0,0.0,0,0.0
2023-02-23,mid,-1.0845603622441033,0.0012895222432960374,0,0.0,0,0.0
2023-02-24,mid,-0.7720899850157084,0.00011123924327249846,0,0.0,0,0.0
2023-02-27,mid,-0.9497030276701928,0.006665678729766311,0,-0.0,0,-0.0
2023-02-28,mid,-0.13815709042190596,0.00592983238404754,0,0.0,0,0.0
2023-03-01,mid,-1.0769425731287687,0.004004558120326518,0,-0.0,0,-0.0
2023-03-02,mid,-1.1377479429257003,0.011618849018772748,0,-0.0,0,-0.0
2023-03-03,mid,-0.05504302144859782,0.0002451210487099953,0,0.0,0,0.0
2023-03-06,mid,-0.880456383388203,0.02167247639211145,0,-0.0,0,-0.0
2023-03-07,mid,-1.0306102870266496,0.000984479375494729,0,-0.0,0,-0.0
2023-03-08,mid,-0.22100338134865036,0.0282954010620573,0,0.0,0,0.0
2023-03-09,mid,-0.05735216713309266,0.00013657608578943048,0,-0.0,0,-0.0
2023-03-10,mid,-1.5003038264065012,0.012487390053192993,0,-0.0,0,-0.0
2023-03-13,high,-3.3397025429965543,0.004199854313496676,1,-0.00045,0,-0.0
2023-03-14,high,-2.8657948187641864,0.13462958360819588,1,0.001465083619917415,0,0.0
2023-03-15,high,-2.322309871708688,0.0001784066296215414,1,0.00931891652510025,0,0.0
2023-03-16,high,-1.9753772081257417,0.0032580377506010727,1,0.02671624610452738,0,0.0
2023-03-17,mid,-2.196225610541411,0.005002095099652326,1,-0.001830344100881287,0,-0.0
2023-03-20,mid,-2.2237197701939646,0.01760077309053565,1,-0.028428242077404783,0,-0.0
2023-03-21,mid,-1.94013336216795,0.0024257571042758386,1,0.01855627901471329,0,0.0
2023-03-22,mid,-2.095573368295216,0.0641271597720885,1,-0.06310280369853857,0,-0.0
2023-03-23,mid,-1.8884842792671583,0.02700048382863751,1,0.026378375034340096,0,0.0
2023-03-24,mid,-1.5629009994128236,0.08943305044517569,1,0.009201513779689661,0,0.0
2023-03-27,mid,-1.7557470176854044,0.009960722593552518,1,-0.05392801572963625,0,-0.0
2023-03-28,mid,-1.434378885644645,0.0027114681061299883,1,0.033365567122254525,0,0.0
2023-03-29,high,-0.9046736245025493,0.0019547215736899215,0,0.09715106006091531,0,0.0
2023-03-30,high,-0.8327831623511487,0.031063638463847854,0,-0.0,0,-0.0
2023-03-31,high,-0.642693565643297,0.0017249341625256154,0,0.0,0,0.0
2023-04-03,high,-0.15315192188118504,0.001286742372245575,0,0.0,0,0.0
2023-04-04,mid,-0.25710877628097817,0.019409212007265975,0,-0.0,0,-0.0
2023-04-05,mid,-0.4367428841416601,0.006428655401566452,0,-0.0,0,-0.0
2023-04-06,mid,-0.35046909750466954,0.003038674919656481,0,0.0,0,0.0
2023-04-10,mid,-0.4641973803535677,0.004599685549820487,0,0.0,0,0.0
2023-04-11,high,-0.19178055602919034,0.0024496929962329883,0,0.0,0,0.0
2023-04-12,high,-0.341355184903956,0.003704045407769918,0,-0.0,0,-0.0
2023-04-13,high,0.0580806214053294,0.010550777886183083,0,0.0,0,0.0
2023-04-14,high,-0.1313648934539163,0.004152796428550376,0,-0.0,0,-0.0
2023-04-17,mid,-0.11226204591289748,0.000860495826416674,0,-0.0,0,-0.0
2023-04-18,mid,-0.0713043140517391,0.002089845296056936,0,0.0,0,0.0
2023-04-19,mid,0.4996023048478112,0.003888122804704519,0,0.0,0,0.0
2023-04-20,mid,0.24495512790927496,0.0074446693124319285,0,-0.0,0,-0.0
2023-04-21,mid,1.2127569624607877,0.006083633864654825,0,0.0,0,0.0
2023-04-24,mid,0.8070820736987946,0.009388806166231722,0,-0.0,0,-0.0
2023-04-25,low,0.23312444119114062,0.0013816308442677894,0,-0.0,0,-0.0
2023-04-26,low,0.6544132566678679,0.0002609546141452146,0,0.0,0,0.0
2023-04-27,low,0.6455201102043477,0.0002790069428317832,0,0.0,0,0.0
2023-04-28,low,1.340684379834163,0.006076520003056363,0,0.0,0,0.0
2023-05-01,low,1.3941239472743838,0.01570346353823804,0,-0.0,0,-0.0
2023-05-02,low,1.7765306834911294,0.005528636945115295,-1,-0.00045,-1,-0.00045
2023-05-03,mid,0.026627875217690854,0.013565591225183748,0,0.0853250278828223,0,0.0853250278828223
2023-05-04,mid,0.6308890905653183,0.00317004999181858,0,0.0,0,0.0
2023-05-05,mid,0.6906285098526044,0.0043548052175941265,0,0.0,0,0.0
2023-05-08,mid,0.7811770838961732,0.001083182008970729,0,-0.0,0,-0.0
2023-05-09,low,1.5878157927484893,0.007432110530060099,0,0.0,0,0.0
2023-05-10,low,2.6511590190393304,0.009667695746031102,-1,-0.00045,-1,-0.00045
2023-05-11,low,1.0541977969080212,0.0025643577575380494,-1,0.061886364896577624,-1,0.061886364896577624
2023-05-12,low,-0.37962605366256885,0.018490647972936092,0,0.04794687531428169,0,0.04794687531428169
2023-05-15,low,0.10870536777651905,0.005873501234482381,0,0.0,0,0.0
2023-05-16,low,-0.5815734972383989,0.0035960683580682495,0,-0.0,0,-0.0
2023-05-17,low,0.6138184866033818,0.0006340146268042357,0,0.0,0,0.0
2023-05-18,low,1.3186043552115128,0.0027867836662718304,0,0.0,0,0.0
2023-05-19,low,1.1928282573775315,0.008344713251601243,0,-0.0,0,-0.0
