date,vol_regime,zscore,pos_baseline,ret_baseline,pos_low_only_strict,ret_low_only_strict
2022-03-15,unknown,0.6358228975270082,0,0.0,0,0.0
2022-03-16,unknown,0.6550958682580762,0,0.0,0,0.0
2022-03-17,unknown,0.963494183535038,0,0.0,0,0.0
2022-03-18,unknown,1.0696180334091372,0,0.0,0,0.0
2022-03-21,unknown,0.841847744288255,0,0.0,0,0.0
2022-03-22,unknown,0.7956206445913029,0,0.0,0,0.0
2022-03-23,unknown,-0.011704731014661776,0,0.0,0,0.0
2022-03-24,unknown,0.49488835688159394,0,0.0,0,0.0
2022-03-25,unknown,-0.3160013494754201,0,0.0,0,0.0
2022-03-28,unknown,-0.9175712818801863,0,0.0,0,0.0
2022-03-29,unknown,-0.8496809615204626,0,0.0,0,0.0
2022-03-30,unknown,-1.4871844937472247,0,0.0,0,0.0
2022-03-31,unknown,-0.9524753311526701,0,0.0,0,0.0
2022-04-01,unknown,-1.34219775608235,0,0.0,0,0.0
2022-04-04,unknown,-1.1034625412774974,0,0.0,0,0.0
2022-04-05,unknown,-0.7922268515708231,0,0.0,0,0.0
2022-04-06,unknown,-0.2452093388132472,0,0.0,0,0.0
2022-04-07,unknown,-0.03584544066983422,0,0.0,0,0.0
2022-04-08,unknown,0.6194622759006441,0,0.0,0,0.0
2022-04-11,unknown,2.2394240215342998,-1,-0.00045,0,0.0
2022-04-12,unknown,1.8234867018440983,-1,-0.0,0,0.0
2022-04-13,unknown,1.680256224246189,-1,-0.0,0,0.0
2022-04-14,unknown,1.9021913184288137,-1,-0.0,0,0.0
2022-04-18,unknown,0.9944849454175437,0,-0.00045,0,0.0
2022-04-19,unknown,1.4526249058004252,0,0.0,0,0.0
2022-04-20,unknown,0.6573119731047528,0,0.0,0,0.0
2022-04-21,unknown,0.37983394241312846,0,0.0,0,0.0
2022-04-22,unknown,0.18887138027150216,0,0.0,0,0.0
2022-04-25,unknown,0.46314393590223313,0,0.0,0,0.0
2022-04-26,unknown,0.6345476701074115,0,0.0,0,0.0
2022-04-27,unknown,-0.6445737510529497,0,0.0,0,0.0
2022-04-28,unknown,-0.34174200527822607,0,0.0,0,0.0
2022-04-29,unknown,-1.6616410403085562,0,0.0,0,0.0
2022-05-02,unknown,-0.9003874955639719,0,0.0,0,0.0
2022-05-03,unknown,-1.348210633778345,0,0.0,0,0.0
2022-05-04,unknown,-1.5938499085594806,0,0.0,0,0.0
2022-05-05,unknown,-1.6834674696609222,0,0.0,0,0.0
2022-05-06,unknown,-2.11099494471081,1,-0.00045,0,0.0
2022-05-09,unknown,-1.8993766030782329,1,0.0,0,0.0
2022-05-10,unknown,-1.8918970681468943,1,0.0,0,0.0
2022-05-11,unknown,-3.270367742721406,1,0.0,0,0.0
2022-05-12,unknown,-2.657995340527418,1,0.0,0,0.0
2022-05-13,unknown,-1.0622914904617407,1,0.18387460042793732,0,0.0
2022-05-16,unknown,-1.4114008764828436,1,-0.04260440969505037,0,-0.0
2022-05-17,unknown,-0.6956224365662282,0,0.08928998344803694,0,0.0
2022-05-18,unknown,-0.9248213997824769,0,-0.0,0,-0.0
2022-05-19,unknown,-1.0866318975730458,0,-0.0,0,-0.0
2022-05-20,unknown,-0.8250549912721642,0,0.0,0,0.0
2022-05-23,unknown,-0.6634960634008523,0,0.0,0,0.0
2022-05-24,unknown,-1.321203709878675,0,-0.0,0,-0.0
2022-05-25,unknown,-0.9924570262369963,0,0.0,0,0.0
2022-05-26,unknown,-0.061152572012965555,0,0.0,0,0.0
2022-05-27,unknown,0.4713899591084688,0,0.0,0,0.0
2022-05-31,unknown,0.6012017798157338,0,0.0,0,0.0
2022-06-01,unknown,0.7190628722104624,0,-0.0,0,-0.0
2022-06-02,unknown,0.6513834716335732,0,-0.0,0,-0.0
2022-06-03,unknown,0.38978835887291197,0,-0.0,0,-0.0
2022-06-06,unknown,-0.1819336020254643,0,-0.0,0,-0.0
2022-06-07,unknown,0.2220521629785687,0,0.0,0,0.0
2022-06-08,unknown,0.5644552514987365,0,0.0,0,0.0
2022-06-09,unknown,-0.15497967410412303,0,-0.0,0,-0.0
2022-06-10,unknown,-0.22068331033597907,0,-0.0,0,-0.0
2022-06-13,unknown,1.6705991401022906,0,0.0,0,0.0
2022-06-14,unknown,2.1519430826469983,-1,-0.00045,0,0.0
2022-06-15,unknown,2.495592849153406,-1,-0.07029260849343996,0,0.0
2022-06-16,unknown,2.9834805911066877,-1,-0.07195092868258292,0,0.0
2022-06-17,unknown,2.7059367575451807,-1,-0.03299229527159369,0,0.0
2022-06-21,unknown,2.5755927186007446,-1,-0.05238279535906838,0,0.0
2022-06-22,unknown,2.318083323556611,-1,-0.0011512529630243046,0,0.0
2022-06-23,unknown,2.0842966452513103,-1,-0.02923689429940006,0,0.0
2022-06-24,unknown,2.2430806764834585,-1,-0.0817962757838453,0,0.0
2022-06-27,unknown,2.0287203225443133,-1,0.011261378798460179,0,-0.0
2022-06-28,unknown,1.7621852073669328,-1,0.024687412344806856,0,-0.0
2022-06-29,unknown,1.536497174349878,-1,0.02291703959259602,0,-0.0
2022-06-30,unknown,1.1588304132963336,-1,0.0642563781120088,0,-0.0
2022-07-01,unknown,1.336500937082602,-1,-0.05019320848805581,0,0.0
2022-07-05,unknown,1.4063237623988933,-1,-0.06102076802319997,0,0.0
2022-07-06,unknown,1.2006190024721783,-1,0.02086279505466509,0,-0.0
2022-07-07,unknown,1.3892600880273402,-1,-0.09408597514867649,0,0.0
2022-07-08,unknown,1.3123740786743,-1,-0.002097366876477336,0,0.0
2022-07-11,unknown,1.434131231069688,-1,-0.022035654673768848,0,0.0
2022-07-12,unknown,1.3925282519673814,-1,-0.0036577080111455038,0,0.0
2022-07-13,unknown,1.0455590549485143,-1,0.0486681102429724,0,-0.0
2022-07-14,unknown,1.0425045729378148,-1,-0.021733731341478716,0,0.0
2022-07-15,unknown,1.0723428856157597,-1,-0.027655011742689625,0,0.0
2022-07-18,unknown,0.6728095898988787,0,0.05661703146804841,0,-0.0
2022-07-19,unknown,1.0753453948388385,0,0.0,0,0.0
2022-07-20,unknown,1.4239210548438306,0,0.0,0,0.0
2022-07-21,unknown,1.3962356104651505,0,0.0,0,0.0
2022-07-22,unknown,1.3669476122685957,0,0.0,0,0.0
2022-07-25,unknown,1.5876269476567695,0,0.0,0,0.0
2022-07-26,unknown,1.0310001976609247,0,-0.0,0,-0.0
2022-07-27,unknown,0.8015322048463142,0,-0.0,0,-0.0
2022-07-28,unknown,0.6445775147753123,0,-0.0,0,-0.0
2022-07-29,unknown,0.965609711592794,0,0.0,0,0.0
2022-08-01,unknown,0.9079591645105806,0,-0.0,0,-0.0
2022-08-02,unknown,1.188782945201624,0,0.0,0,0.0
2022-08-03,unknown,2.267763836898807,-1,-0.00045,0,0.0
2022-08-04,unknown,2.071311378458111,-1,0.00037968685246804815,0,-0.0
2022-08-05,unknown,1.759842933936244,-1,0.010075701625102636,0,-0.0
2022-08-08,unknown,1.5810478784060351,-1,-0.0017910802771828951,0,0.0
2022-08-09,unknown,1.5706066359492956,-1,-0.006870617930151014,0,0.0
2022-08-10,unknown,1.4067680288879039,-1,-0.002646084889077825,0,0.0
2022-08-11,unknown,1.3401608685657864,-1,-0.0029483343458204256,0,0.0
2022-08-12,unknown,1.4058539142562625,-1,-0.020183028950933664,0,0.0
2022-08-15,unknown,1.3956115144888912,-1,-0.005096549287245664,0,0.0
2022-08-16,unknown,1.3062720218595942,-1,0.0032529622958794822,0,-0.0
2022-08-17,high,1.1338081263057158,-1,0.017760433898255372,0,-0.0
2022-08-18,high,1.1236057527383565,-1,-0.005129089239271183,0,0.0
2022-08-19,high,1.4532225732007447,-1,-0.018264645730280527,0,0.0
2022-08-22,high,0.4778224865553951,0,0.08868753275366704,0,-0.0
2022-08-23,high,0.2517761672931394,0,-0.0,0,-0.0
2022-08-24,high,0.6282936657503815,0,0.0,0,0.0
2022-08-25,high,0.3407565539125118,0,-0.0,0,-0.0
2022-08-26,high,0.5004812832953306,0,0.0,0,0.0
2022-08-29,high,0.18824094253374943,0,-0.0,0,-0.0
2022-08-30,high,0.4550415719539374,0,0.0,0,0.0
2022-08-31,high,-0.4241605252779155,0,-0.0,0,-0.0
2022-09-01,high,-1.1872508737487362,0,-0.0,0,-0.0
2022-09-02,high,-1.1446880361084975,0,-0.0,0,-0.0
2022-09-06,high,-0.6251317090177088,0,0.0,0,0.0
2022-09-07,high,-0.2807719696044047,0,0.0,0,0.0
2022-09-08,high,0.658675417387659,0,0.0,0,0.0
2022-09-09,high,-0.42632036532428724,0,-0.0,0,-0.0
2022-09-12,high,-1.7850446187295959,1,-0.00045,0,-0.0
2022-09-13,high,-1.22169806066484,1,0.008358481374560939,0,0.0
2022-09-14,high,-1.5988978734949557,1,-0.018924868368692137,0,-0.0
2022-09-15,high,-1.3854823728473127,1,-0.0032280481459497218,0,-0.0
2022-09-16,high,-2.175857035801331,1,-0.05385793191587319,0,-0.0
2022-09-19,high,-1.6756244030396519,1,0.01480844694996983,0,0.0
2022-09-20,high,-1.3894685270646652,1,-0.0017084159048809527,0,-0.0
2022-09-21,high,-0.8716762397270522,0,0.019418698213657472,0,0.0
2022-09-22,high,-2.168040949605847,1,-0.00045,0,-0.0
2022-09-23,high,-1.88049823111097,1,0.002925306822615721,0,0.0
2022-09-26,high,-1.069795837926431,1,0.05046892785624516,0,0.0
2022-09-27,high,-0.45781040544809154,0,0.0362234124201519,0,0.0
2022-09-28,high,0.1823166221700468,0,0.0,0,0.0
2022-09-29,high,-0.585236523664439,0,-0.0,0,-0.0
2022-09-30,high,-0.30454654474129095,0,0.0,0,0.0
2022-10-03,high,0.47243993870241807,0,0.0,0,0.0
2022-10-04,high,1.2303049859074524,0,0.0,0,0.0
2022-10-05,high,0.9893223614947848,0,-0.0,0,-0.0
2022-10-06,high,1.2841436506323818,0,0.0,0,0.0
2022-10-07,high,0.257336336704629,0,-0.0,0,-0.0
2022-10-10,high,0.9943629485683894,0,0.0,0,0.0
2022-10-11,high,0.7910635034913437,0,-0.0,0,-0.0
2022-10-12,high,0.8386154351619093,0,0.0,0,0.0
2022-10-13,high,0.6281889518230912,0,-0.0,0,-0.0
2022-10-14,high,-0.08470763770972524,0,-0.0,0,-0.0
2022-10-17,high,0.34049487992343425,0,0.0,0,0.0
2022-10-18,high,1.77672089955556,-1,-0.00045,0,0.0
2022-10-19,high,1.3040937754667765,-1,0.025583328312652545,0,-0.0
2022-10-20,high,1.080795555641374,-1,0.0169445228938314,0,-0.0
2022-10-21,high,1.7238505318364605,-1,-0.04467607371633221,0,0.0
2022-10-24,high,1.6726882010207902,-1,-0.009965257364559936,0,0.0
2022-10-25,high,2.326278308292868,-1,-0.08209718682373293,0,0.0
2022-10-26,high,1.5416531012749266,-1,0.030074062663136787,0,-0.0
2022-10-27,high,1.8328542018833267,-1,-0.023099060711910795,0,0.0
2022-10-28,high,1.7956948157989996,-1,-0.014708736520862489,0,0.0
2022-10-31,high,1.1956533588308762,-1,0.03819179327411189,0,-0.0
2022-11-01,high,0.6124205741441958,0,0.037420035615613516,0,-0.0
2022-11-02,high,0.456900750091041,0,-0.0,0,-0.0
2022-11-03,mid,0.3521908954391497,0,-0.0,0,-0.0
2022-11-04,mid,0.8307662401179289,0,0.0,0,0.0
2022-11-07,mid,0.8943672725097973,0,-0.0,0,-0.0
2022-11-08,high,-0.10478942724369812,0,-0.0,0,-0.0
2022-11-09,high,0.7531747959881654,0,0.0,0,0.0
2022-11-10,high,-2.123536721946372,1,-0.00045,0,-0.0
2022-11-11,high,-1.09529361093023,1,0.041144497754284054,0,0.0
2022-11-14,high,-1.3093770001083391,1,-0.022941087377006588,0,-0.0
2022-11-15,high,-1.1237513890049262,1,0.014160301656581123,0,0.0
2022-11-16,high,-0.9039893478713518,0,0.003156209603159532,0,0.0
2022-11-17,high,-0.427607486630466,0,0.0,0,0.0
2022-11-18,high,-0.8768819745654225,0,-0.0,0,-0.0
2022-11-21,high,-0.546054718694779,0,-0.0,0,-0.0
2022-11-22,high,-0.21716557998996852,0,0.0,0,0.0
2022-11-23,high,-0.03578576155293267,0,0.0,0,0.0
2022-11-25,high,0.7983347660292187,0,0.0,0,0.0
2022-11-28,high,0.6794906408262648,0,-0.0,0,-0.0
2022-11-29,high,0.7441781572780519,0,0.0,0,0.0
2022-11-30,mid,0.938926733801129,0,0.0,0,0.0
2022-12-01,mid,1.3378121614886684,0,0.0,0,0.0
2022-12-02,mid,1.6991573725621603,0,0.0,0,0.0
2022-12-05,high,0.8414762299194196,0,-0.0,0,-0.0
2022-12-06,high,0.6040838023382815,0,-0.0,0,-0.0
2022-12-07,mid,0.8902601547254065,0,0.0,0,0.0
2022-12-08,mid,1.001354032978705,0,0.0,0,0.0
2022-12-09,mid,1.2426995379498806,0,0.0,0,0.0
2022-12-12,mid,0.5022015133429569,0,-0.0,0,-0.0
2022-12-13,mid,0.004080473582374314,0,-0.0,0,-0.0
2022-12-14,mid,0.027925659159869044,0,0.0,0,0.0
2022-12-15,mid,-0.5592793455392604,0,-0.0,0,-0.0
2022-12-16,mid,-0.6673290319932617,0,-0.0,0,-0.0
2022-12-19,mid,-0.613089610527229,0,-0.0,0,-0.0
2022-12-20,mid,-1.52735620501522,0,-0.0,0,-0.0
2022-12-21,mid,-1.2930259423998152,0,0.0,0,0.0
2022-12-22,mid,-1.4648061595556527,0,-0.0,0,-0.0
2022-12-23,mid,-1.7881144303243344,1,-0.00045,0,-0.0
2022-12-27,mid,-2.779565168540212,1,-0.08577754697457529,0,-0.0
2022-12-28,mid,-2.9160531237779996,1,-0.05285805673207068,0,-0.0
2022-12-29,mid,-2.6762943739893603,1,-0.01747113395999676,0,-0.0
2022-12-30,mid,-2.0223465580473814,1,0.03924360683019514,0,0.0
2023-01-03,mid,-1.7033250580178996,1,0.01834903583775718,0,0.0
2023-01-04,mid,-0.6276168292683281,0,0.12348237253282418,0,0.0
2023-01-05,high,-1.0462417557790984,0,-0.0,0,-0.0
2023-01-06,high,-0.877670532758979,0,0.0,0,0.0
2023-01-09,high,-0.28498235999422894,0,0.0,0,0.0
2023-01-10,high,0.26232802259712973,0,0.0,0,0.0
2023-01-11,high,0.07893815901503146,0,-0.0,0,-0.0
2023-01-12,high,0.008972769540104104,0,0.0,0,0.0
2023-01-13,high,-0.5110561205118956,0,-0.0,0,-0.0
2023-01-17,high,-0.6539224190033582,0,0.0,0,0.0
2023-01-18,high,-0.8540240040781685,0,-0.0,0,-0.0
2023-01-19,high,-1.1005306106525752,0,-0.0,0,-0.0
2023-01-20,high,-1.4411125982997124,0,-0.0,0,-0.0
2023-01-23,high,-1.1447047668951371,0,0.0,0,0.0
2023-01-24,high,-0.971913457192622,0,0.0,0,0.0
2023-01-25,high,-1.3778043180766586,0,-0.0,0,-0.0
2023-01-26,high,-1.2643460893483711,0,0.0,0,0.0
2023-01-27,high,-0.6495687557540286,0,0.0,0,0.0
2023-01-30,high,-0.9908138728648043,0,-0.0,0,-0.0
2023-01-31,high,-0.9070844905584093,0,0.0,0,0.0
2023-02-01,high,-0.5989846028092349,0,0.0,0,0.0
2023-02-02,high,0.8872260402548641,0,0.0,0,0.0
2023-02-03,high,0.5740062880616141,0,-0.0,0,-0.0
2023-02-06,high,1.1701311506781706,0,0.0,0,0.0
2023-02-07,high,0.7392025432151875,0,-0.0,0,-0.0
2023-02-08,high,0.6797455733028386,0,-0.0,0,-0.0
2023-02-09,high,0.3986916017273345,0,-0.0,0,-0.0
2023-02-10,high,0.20947446885970403,0,-0.0,0,-0.0
2023-02-13,high,0.32986463666795474,0,0.0,0,0.0
2023-02-14,high,1.0828582636982378,0,0.0,0,0.0
2023-02-15,high,0.12998105883151984,0,-0.0,0,-0.0
2023-02-16,mid,0.1382017989444705,0,-0.0,0,-0.0
2023-02-17,mid,-0.3785203018264839,0,-0.0,0,-0.0
2023-02-21,mid,-1.5099547160808529,0,-0.0,0,-0.0
2023-02-22,mid,-1.2281826378286427,0,0.0,0,0.0
2023-02-23,mid,-1.0845603622441033,0,0.0,0,0.0
2023-02-24,mid,-0.7720899850157084,0,0.0,0,0.0
2023-02-27,mid,-0.9497030276701928,0,-0.0,0,-0.0
2023-02-28,mid,-0.13815709042190596,0,0.0,0,0.0
2023-03-01,mid,-1.0769425731287687,0,-0.0,0,-0.0
2023-03-02,mid,-1.1377479429257003,0,-0.0,0,-0.0
2023-03-03,mid,-0.05504302144859782,0,0.0,0,0.0
2023-03-06,mid,-0.880456383388203,0,-0.0,0,-0.0
2023-03-07,mid,-1.0306102870266496,0,-0.0,0,-0.0
2023-03-08,mid,-0.22100338134865036,0,0.0,0,0.0
2023-03-09,mid,-0.05735216713309266,0,-0.0,0,-0.0
2023-03-10,mid,-1.5003038264065012,0,-0.0,0,-0.0
2023-03-13,high,-3.3397025429965543,1,-0.00045,0,-0.0
2023-03-14,high,-2.8657948187641864,1,0.001465083619917415,0,0.0
2023-03-15,high,-2.322309871708688,1,0.00931891652510025,0,0.0
2023-03-16,high,-1.9753772081257417,1,0.02671624610452738,0,0.0
2023-03-17,mid,-2.196225610541411,1,-0.001830344100881287,0,-0.0
2023-03-20,mid,-2.2237197701939646,1,-0.028428242077404783,0,-0.0
2023-03-21,mid,-1.94013336216795,1,0.01855627901471329,0,0.0
2023-03-22,mid,-2.095573368295216,1,-0.06310280369853857,0,-0.0
2023-03-23,mid,-1.8884842792671583,1,0.026378375034340096,0,0.0
2023-03-24,mid,-1.5629009994128236,1,0.009201513779689661,0,0.0
2023-03-27,mid,-1.7557470176854044,1,-0.05392801572963625,0,-0.0
2023-03-28,mid,-1.434378885644645,1,0.033365567122254525,0,0.0
2023-03-29,high,-0.9046736245025493,0,0.09715106006091531,0,0.0
2023-03-30,high,-0.8327831623511487,0,-0.0,0,-0.0
2023-03-31,high,-0.642693565643297,0,0.0,0,0.0
2023-04-03,high,-0.15315192188118504,0,0.0,0,0.0
2023-04-04,mid,-0.25710877628097817,0,-0.0,0,-0.0
2023-04-05,mid,-0.4367428841416601,0,-0.0,0,-0.0
2023-04-06,mid,-0.35046909750466954,0,0.0,0,0.0
2023-04-10,mid,-0.4641973803535677,0,0.0,0,0.0
2023-04-11,high,-0.19178055602919034,0,0.0,0,0.0
2023-04-12,high,-0.341355184903956,0,-0.0,0,-0.0
2023-04-13,high,0.0580806214053294,0,0.0,0,0.0
2023-04-14,high,-0.1313648934539163,0,-0.0,0,-0.0
2023-04-17,mid,-0.11226204591289748,0,-0.0,0,-0.0
2023-04-18,mid,-0.0713043140517391,0,0.0,0,0.0
2023-04-19,mid,0.4996023048478112,0,0.0,0,0.0
2023-04-20,mid,0.24495512790927496,0,-0.0,0,-0.0
2023-04-21,mid,1.2127569624607877,0,0.0,0,0.0
2023-04-24,mid,0.8070820736987946,0,-0.0,0,-0.0
2023-04-25,low,0.23312444119114062,0,-0.0,0,-0.0
2023-04-26,low,0.6544132566678679,0,0.0,0,0.0
2023-04-27,low,0.6455201102043477,0,0.0,0,0.0
2023-04-28,low,1.340684379834163,0,0.0,0,0.0
2023-05-01,low,1.3941239472743838,0,-0.0,0,-0.0
2023-05-02,low,1.7765306834911294,-1,-0.00045,-1,-0.00045
2023-05-03,mid,0.026627875217690854,0,0.0853250278828223,0,0.0853250278828223
2023-05-04,mid,0.6308890905653183,0,0.0,0,0.0
2023-05-05,mid,0.6906285098526044,0,0.0,0,0.0
2023-05-08,mid,0.7811770838961732,0,-0.0,0,-0.0
2023-05-09,low,1.5878157927484893,0,0.0,0,0.0
2023-05-10,low,2.6511590190393304,-1,-0.00045,-1,-0.00045
2023-05-11,low,1.0541977969080212,-1,0.061886364896577624,-1,0.061886364896577624
2023-05-12,low,-0.37962605366256885,0,0.04794687531428169,0,0.04794687531428169
2023-05-15,low,0.10870536777651905,0,0.0,0,0.0
2023-05-16,low,-0.5815734972383989,0,-0.0,0,-0.0
2023-05-17,low,0.6138184866033818,0,0.0,0,0.0
2023-05-18,low,1.3186043552115128,0,0.0,0,0.0
2023-05-19,low,1.1928282573775315,0,-0.0,0,-0.0
2023-05-22,low,1.7414891344479853,0,0.0,0,0.0
2023-05-23,low,0.494022463352576,0,-0.0,0,-0.0
2023-05-24,low,1.5793001442133345,0,0.0,0,0.0
2023-05-25,low,0.8850957888307989,0,-0.0,0,-0.0
2023-05-26,low,0.796559487257035,0,0.0,0,0.0
2023-05-30,low,0.3534251428697533,0,0.0,0,0.0
2023-05-31,low,1.4366559588847905,0,0.0,0,0.0
2023-06-01,low,1.8508679478689174,-1,-0.00045,-1,-0.00045
2023-06-02,low,1.1880990807713736,-1,0.01115903708902621,-1,0.01115903708902621
2023-06-05,low,1.3006727120509551,-1,0.022355699205263938,-1,0.022355699205263938
2023-06-06,low,0.7581207610322399,0,-0.01461925883404277,0,-0.01461925883404277
2023-06-07,low,1.5343143541025257,0,0.0,0,0.0
2023-06-08,low,1.1632153223973958,0,-0.0,0,-0.0
2023-06-09,low,0.26851357753451177,0,-0.0,0,-0.0
2023-06-12,low,0.8720583013815462,0,0.0,0,0.0
2023-06-13,low,1.4034909497130528,0,0.0,0,0.0
2023-06-14,low,2.4941101981920513,-1,-0.00045,-1,-0.00045
2023-06-15,low,1.1768757580170217,-1,0.03838967414552345,-1,0.03838967414552345
2023-06-16,low,1.2287968857700757,-1,-0.021556588571960876,-1,-0.021556588571960876
2023-06-20,low,-0.47014256719381503,0,0.020238951158527453,0,0.020238951158527453
2023-06-21,low,-1.6677123222508854,0,-0.0,0,-0.0
2023-06-22,low,-1.6860299668748133,0,-0.0,0,-0.0
2023-06-23,low,-2.3530721756491872,1,-0.00045,1,-0.00045
2023-06-26,low,-2.897262535491345,1,-0.055427161170871306,1,-0.055427161170871306
2023-06-27,low,-1.9955107663988967,1,0.047074690444911554,1,0.047074690444911554
2023-06-28,low,-1.2565932755948073,1,0.024499502378921054,1,0.024499502378921054
2023-06-29,low,-0.8262454940872491,0,0.031114667038636912,0,0.031114667038636912
2023-06-30,low,-0.7237949946815271,0,0.0,0,0.0
2023-07-03,low,0.4165661950082301,0,0.0,0,0.0
2023-07-05,low,1.045687852833095,0,0.0,0,0.0
2023-07-06,low,1.5036442912102421,0,0.0,0,0.0
2023-07-07,low,1.1824053237036989,0,-0.0,0,-0.0
2023-07-10,low,2.0635842108814706,-1,-0.00045,-1,-0.00045
2023-07-11,low,1.8595172031754874,-1,-0.00356117638913168,-1,-0.00356117638913168
2023-07-12,low,1.8879750247124254,-1,-0.011430254951470441,-1,-0.011430254951470441
2023-07-13,low,2.2671926548870984,-1,-0.07627683500567256,-1,-0.07627683500567256
2023-07-14,low,2.5360478866911818,-1,-0.03613747466689045,-1,-0.03613747466689045
2023-07-17,low,2.1536776272579297,-1,0.01236924158286332,-1,0.01236924158286332
2023-07-18,low,1.9922038027596394,-1,-0.002064680285722967,-1,-0.002064680285722967
2023-07-19,low,1.9038861289068536,-1,-0.01413278068051077,-1,-0.01413278068051077
2023-07-20,low,1.5813161691634037,-1,0.022391139904355296,-1,0.022391139904355296
2023-07-21,low,1.345545752564361,-1,0.013956681733344984,-1,0.013956681733344984
2023-07-24,low,1.464259595600457,-1,-0.019913381744598207,-1,-0.019913381744598207
2023-07-25,low,1.430643268053558,-1,-0.011318610633374042,-1,-0.011318610633374042
2023-07-26,low,1.3801559548379874,-1,-0.0093246540812318,-1,-0.0093246540812318
2023-07-27,low,1.0772443557964408,-1,0.03244924631427279,-1,0.03244924631427279
2023-07-28,low,1.1087124931722516,-1,-0.014726206539266904,-1,-0.014726206539266904
2023-07-31,low,1.1224888242456343,-1,-0.01174107796111638,-1,-0.01174107796111638
2023-08-01,low,0.8444541841414008,0,0.027276211254390958,0,0.027276211254390958
2023-08-02,low,0.5567260803229103,0,-0.0,0,-0.0
2023-08-03,low,0.1984854149487247,0,-0.0,0,-0.0
2023-08-04,low,-0.045370119682028934,0,-0.0,0,-0.0
2023-08-07,low,-0.2783901036550154,0,-0.0,0,-0.0
2023-08-08,low,-0.2542880134645875,0,0.0,0,0.0
2023-08-09,low,-0.5248357425038436,0,-0.0,0,-0.0
2023-08-10,low,-0.5558347878752906,0,0.0,0,0.0
2023-08-11,low,-0.4705651007771011,0,0.0,0,0.0
2023-08-14,low,-0.46941714452754557,0,0.0,0,0.0
2023-08-15,low,-0.8249628799843293,0,-0.0,0,-0.0
2023-08-16,low,-0.7591153096180971,0,0.0,0,0.0
2023-08-17,low,0.09671278697984713,0,0.0,0,0.0
2023-08-18,low,-0.18789682588737278,0,-0.0,0,-0.0
2023-08-21,low,0.0249559588008505,0,0.0,0,0.0
2023-08-22,low,-0.1950806574250972,0,-0.0,0,-0.0
2023-08-23,low,0.17962670365765052,0,0.0,0,0.0
2023-08-24,low,-0.014877263747212002,0,-0.0,0,-0.0
2023-08-25,low,0.11946593005055646,0,0.0,0,0.0
2023-08-28,low,0.49727796995323303,0,0.0,0,0.0
2023-08-29,low,0.5156543543509616,0,0.0,0,0.0
2023-08-30,low,0.5638100304360721,0,-0.0,0,-0.0
2023-08-31,low,1.4115336710636082,0,0.0,0,0.0
